Text,Language
mano nyiso ni ok obi chopo embele doho tich 2 juma makiny e bura mar mibadhi mar sh. million 14 maluore.,Luo
wakla olero ni apisasgo gin mag utethieth piny owacho kod mag ji giwegi. e county ma siaya.,Luo
olero ni chanjono geto gengo ngima jopiny sani ma kenya onyono tielo mar 3 mar landruok corona.,Luo
"koloso ekinde sidho chanjo ne jogo makedo gi corona, migosi wakla olero ni bang chanjo apisas mag thieth, gidhi chanjo obila, jopuonj, jokanisa kod jogo makonyo echienro mochuno sani ma ikedo gi corona.",Luo
jalup governor ma siaya mane okuongo yudo chanjo mar corona e countyno laktar james okumbe olero ni siaya oseyudo chanjo gana 3 ka gigeto yudo mamoko.,Luo
Okuayo jo piny omed luo chike kedo gi korona.,Luo
ford kenya  kisumu- jokanyo mag duond buch ford kenya e nyanza olero ni gidhi siro migosi mukisa kituyi edwache mar laro kom ker gi otkiko mar ford kenya.,Luo
olero ni jotelo ma gisebedo kagisiro eduond burano gwethore oko kata ka yiero pok ochopo.,Luo
jakom ford kenya e kisumu migosi felix minda olero ni ford kenya duaro lokruok eweche telo ka olero ni migosi moses wetangula ok en jatendgi.,Luo
Bende olero ni gin giyango migosi Siki kaka jagoro margi.,Luo
riwruok mar mine -riwruok mar maendeleo ya wanawake ochako chienro mar tingo malo wakeyni kaokadho e pogo gi tangi mag pii e pachoka mangima.,Luo
olero ni pii thoro kethore ekinde koth kabang koth to mine wuotho alanda kamanyo pii.,Luo
Mikai owino olero ni tangi makamago biro konyo mine kano pii eyo makare.,Luo
Okuayo mine odonj e riwruoge manyalo konyogi yudo ber ma kamago.,Luo
jatend piny america moluor joe biden nigi geno ni corona virus dhi rumo epinyno kochopo tarik 4 dwe mar 7 higani odiochieng ma america dhiale loch margi kata independence.,Luo
Okuayo jopiny America omed luwo chike mag kedo gituo mar korona.,Luo
Odongo oloso sama america hingo higa achiel nyaka ne korona gore epinyno.,Luo
E kauntis piero ang'wen nyaka nechak chiwo chanjo makamano.,Luo
eseche ogogo ji 7 owito ngimagi kaluwore gi midhusi mar corona epachoka ei seche 24 mokadho.,Luo
Mae chopo kwan jogo ma korona osenego nyaka gana achiel mia ochiko gi aboro.,Luo
mae chopo kwan jogo ma oseyud gi corona epachoka nyaka gana mia achiel gi apar gi ariy mia aboro gi abich.,Luo
buche ma ochuno ma osebed ka iyalo edohono ma mavoko koro ochual nyaka e doho mamalo ma machakos ekindeno mapod idhi lor dohono.,Luo
ogai mar joyal buche eyor kojolo philomena mwilu olero ni pod ginono chal e doho ma kithimani kama jotije doho 16 nyocha oyude gi corona virus.,Luo
jatich okuach kich ondhiyo miyo moro manyocha tipone okere embui ka chuoyo gi pala nyithindo 2 mag miyo mane otimone tich ot eboma ma nairobi.,Luo
gladys naliaka maen jatich ondhi gi okwach kich ekar idho nyamburko ma eldoret ka otemo hepo kaodhi epiny uganda.,Luo
Okwach kich olero ni miyono oyud gi opande ariyo m aopogore.,Luo
Wich teko jok moko biro konyo duoko tuo mar korona e pachoka.,Luo
Rawere mosomo ok onego obed ni rito mondo ondikgi etije.,Luo
olero ni piny owacho nikod chienro mathoth manyalo konyo rowere donjo eweche pur mabiro konyogi yudo chiemo kod omenda.,Luo
ne oloso tharaka nithi kamane olere ni piny owacho ochako chienro mar chualo pii epuoth ne jopiny.,Luo
handshake- josiasa makwedo wach mosruok mane obedo epachoka oyang ni ok dwar kue ne jokenya.,Luo
senator e county ma hb migosi moses kajwang olero ni mosruok mane obedo ekind ker uhuru kenyatta kod ogai mar odm moluor raila odinga osekonyo ekelo kue epiny kenya.,Luo
onyiso jotije mag piny owacho owek donjore e siasa kaolero ni mano mono piny owacho chopo chienro mage.,Luo
migosi kajwang olero ni biro kanyakla mar jatend piny owacho kod ogai mar odm osekonyo ahinya neno ni kue obedo epachoka.,Luo
obila epiny russia ondhiyo ji 200 manerik nie romo mar siasa mane obag gi duond bura makwedo epinyno.,Luo
Jogo ondhi kinde mane romono chakore kawuono emagawa moro eboma ma moscow.,Luo
Obila epinyno olero ni jogo ne ketho chike mag kedo gi tuo mar korona.,Luo
ndhichono obiro sani ma tend piny russia osebedo kandhiyo jogo makwedo piny owacho motelo ne yiero mar pinyno.,Luo
"dwe mokadho, jasiasa alexei navalny ma osebedo kakwedo jatend pinyno vladmir putin ne odir eod angech.",Luo
higni 58migawo mar thieth ogolo chik mondo jogo majo higni 58 kadhi nyime mondo omi chanjo mar corona.,Luo
eote ne ute fwambo jakom duol ma ochung eneno ni oganda oyudo chanjo laktar willis akhwale noloso,Luo
olero ni jogo majo higni 58 ngimagi ngau ne gamo corona ka gin atamalo 60 mag jogo ma oseyud gi corona epachoka.,Luo
"migawo mar thieth bende ogolo kuayo ne josiasa, jodolo kod jogo maotelo ne oganda mondo odhi echanjo mar corona",Luo
mae en kaka yor jiwo jopiny kod jogo manie opara mambele ekedo gi corona mondo ochop oyud chanjo makamano.,Luo
"riwruogno ma okelo kanykla duond bura mar kanu, wiper , ford kenya kod anc kata kamano owacho ni romogo gibiro timo bang ka landruok mar tuo mar corona osebiro odok piny pachoka.",Luo
giwacho ni giriwo lwedo wach lokruok mar chike kokalo ebbi ler mochiw kod senetor ma bungoma moses wetangula.,Luo
jakom duond bura mar kanu gedion moi owacho ni dwachgi maduong en manyo yore mag tieko siasa`mag dhoudi weche mane osir lwedo kod jatend duon buramar anc musalia mudavadi.,Luo
ogai mar anc migosi musalia mudavadi okwedo kit kaka ne ogol oko senator ma kakamega cleophas malala elemo mar jalup ogai mar senators manok kagilero ni odm ochayo duond buche mane oloso nasa.,Luo
refugees jogo mane odar epinjegi kata refugees ma odak ekembe ma daadab kod kakuma okuayo piny owacho olok paro mantiere mar loro kembe 2go.,Luo
jotelo egwenge mag nyandwat mar kenya olero ni piny owacho onego obed piny ongi yo makare mar konyo jogo maok riembogi.,Luo
Jotelo ma opogore bende osiro paro makamano.,Luo
senator ma bungoma moses wetangula olero ni refugees gin jok ma oringo achiedh nade epinjegi kendo duokogi chalo ondamo mar duokogi e midhiero mane gisewuoke. ,Luo
nonrono bende oyudo ni kwan iye ma ok ochan epachoka odok chien nyaka atamalo 38 kaipimo gi atamalo 42 ehiga 2014.,Luo
apisa ma ochung etayo nonro emigawono ngire peter gichangi oleroni ni thoth mine komo nyuol ka okadho egigo ma isoyo ei dendgi kata implants.,Luo
fida- governor e county ma kisumu ngire peter anyang nyongo onyis owuog oko okua nguono,Luo
okinde mag fida onyise ni okua nguono ewi kaka askeche county nyoro ne oyuayo miyo ma jaohala gi nyamburko e apaya e bomano ma kisumu.,Luo
"riwruok okinde ma wakeyni, fida, bade ma kisumu olero ni tim manyorono en madhi ataro mar ratich dhano kendo ondamo onego okaw mager.",Luo
gimedo ni kendo giikore timo duto eneno ni askechego mag county masani ochung eyich ondhi kendo ochual edoho.,Luo
okindego ebuo fida onyiso tend kisumu county obed katiego jogo ma gimiyo tij askari kata kanjo maok kawo akawa ji moriwo nyaka mago matimo timbe maundu kendo ochayo ratich jopiny.,Luo
kor ka kore jalup governor e county ma kisumu laktar mathews owili olero ni chik idhi luu e kumo askeche makamago mane ochung etich.,Luo
"Mach owang'o mier mag familia aboro egweng' ma kasino, molo e kaunti ma nakuru.",Luo
Gimane okelo masira mar mach makamano nyaka sani pok oyangi.,Luo
mach makamano ne ochakore eot moro mar bao kapok olandore kendo wango udi mamoko man machiegni.,Luo
Jogo ma utgi owang' emasirano yuago lal maduong magiyudo.,Luo
Jogo mane oyuoro ekonyo nego mach ne oyako moko kuom mwandu ekinde masirano.,Luo
Jogweng'no okuayo tend kaunti ma nakuru onyiew negi nyamburko manyalo konyo enego mach.,Luo
Jago moro owito ngimane emasira mar apaya e apaya ma mombasa -voi.,Luo
jagono neriembo apiko kochomo mombasa kinde mane  otuomo mtoka mar toyota mane rik ochung egeng apaya.,Luo
Jatend obila ma kinango Fred oyango wach masirano.,Luo
Olero ni ja apikono ne oyudo inyruok maricho e wiye gino ma okelo tho mare.,Luo
Ringre oseter ekar kano jogo ma otho.,Luo
kamishena e rift valley migosi george natembeya olero ni apedha mager oseket egwengego kaka yor kolo oko gigelweny manie lwet jopiny.,Luo
onyiso jopiny e transmara omany yore mamoko mag loso yuaruok magin godo mopogore gi weche monj ma osebedo kanenore e gwengego.,Luo
Kata kamano olero ni kue osechako dok mosmos egwengego.,Luo
mbalariany - piny owacho ojiw oger mbalariany makende mar jogo man kod ngol mar winjo wach kata deaf.,Luo
riwruok jogo man kod ngol mar winjo wach oleroni kenya onge gi mbalariany mar jopuonjre man kod ngol kata obedo ni nitiere skunde secondar mag ji makamago magolo jopuonjre madhi e mbalariany.,Luo
"koloso eromo margi mahiga ka higa, jakom jogo man kod ngol mar winjo migosi francis nganga ochayo piny owacho kuom jwangogi.",Luo
kumachielo okuayo jonyuol oter nyithindgi mar puonjo jonyuol kaka ginyalo loso gi nyithindo makamago kagitiyo gilwetgi.,Luo
migosi nganga kumachielo olero chienro mar yawo clinic mar jogo man kod ngol mar winjo ka ojiwo jogo man kod nyalo mondo osirgi e chienro makamano.,Luo
Oganda jokenya ojiw opidh yien.,Luo
jagoro mongirore e migawo mar aluora dr. chris kiptoo okelo ni mae biro konyo eneno ni kenya obedo gi atamalo 10 mar bungu kaka piny owacho osebedo kaduaro.,Luo
"Koloso eldoret, laktar Jeptoo oyuago kan mapiny mar yien epachoka.",Luo
olero ni nitiere duaro mar mondo obidh yien billion 2 kaka yor chopo lek kenya nar bedo gi yien moromo.,Luo
corona jodolo e nyanza okuayo piny owacho odewgi etielo mokuongo mar chiwo chanjo mar corona.,Luo
jodologo olero ni giromo gi ji mathoth ekinde magidolo kendo ber odewgi ekindeni ma ichiwo chanjo mar corona.,Luo
jadolo ondiek oloso e alego usonga subcounty oruako chike manyocha oland mag kedo gi tuo mar corona ka onyiso jopiny olu chikego.,Luo
jadolo maduong mar kanisano joel ofuna ogwire okuayo chang mapiyo ne ogai mar odm moluor raila odinga manyocha oyud gi tuo mar corona.,Luo
knut vs tsc - riwruok jopuonj mar knut osingo loso winjruok maok ber ekindgi kod duol mar tsc.,Luo
jalup jagoro mar knut migosi hesbon otieno olero ni jopuonj noseneno matek eyuaruok makamano.,Luo
Ma ne en yuaruok mar neno ni knut obiro oyiero jotelo manyalo tego riwruokno.,Luo
ma ne en koloso e skund primar ma bondo township ekinde yiero mar knut bade makono,Luo
jakom knut e pachoka collins oyuu olero ni riwruokno pod otegno kendo gin kod jokanyo mathoth.,Luo
jopuonj eriwruok mar kuppet bade ma migorisand elwet josias kod jogo manie gwenge magitiye.,Luo
Kuom josiasa osebedo kamuomore e skunde kendo golo oko jopuonj madongo maok giduar.,Luo
olero ni piny owacho onego odonjre e wachno mondo jopuonj obed gi lwasi maber mar tich.,Luo
oloso ndalo manok bang ka kuppet yuago sand ma jopuonj yudo emoko kuom skunde e suna west.,Luo
ne omedo jiwo oganda jokenya jowuog oko kendoo oyud chanjo mar  gegno tuo mar cov19,Luo
"koloso kod od fwambo moro pachoka okinyi makawuono ruto owachho ni kata obedo ni jotelo madongo ei sirikal pod ok joyudo chnjono, mano en winjruok mane obedo ebura mar buch jotend migepe kama jochiw thith, jopuony kaachiel kod apisas mag arita kwe eman owinjore omii thuolo mokuongo mar yudo chanjono",Luo
olero ni ka thuolo mare obiro ochopo to obiro wuok oko kendo  yudo chanjono molero ni ber mokalo kendo biro konyo eduoko chien landruok mar tuo mar cov19 pachoka,Luo
ruto ekinde onogo owuok oko tung mosuo kod moko kuom jotelo pachoka  masani koro dhiro nyime weche moko mag dhi loso duond bura mar oganda moko pachoka ,Luo
emet ab kenya kotinye kipsomanink chechang en sukulit nemii ingweng,Kalenjin
Mami panda ne makisirei tiemutik che koromen,Kalenjin
"ichome ing'ololi mising, tos mengen isis?",Kalenjin
Anani ngalek che kibiit eng sebenyo,Kalenjin
 Kikinyoru kipsomaninik oeng komiansiot eng sukul,Kalenjin
agot nda mangune biik chegikobeek aibe ,Kalenjin
"miten biik chegisirto,ak alak koumianso ochei ak keger eng oleginyoen biik",Kalenjin
ngomauu beet koribe nderefaindet olewenditoi,Kalenjin
"amu kagowo sait,matinye chechang Cha much atestyi ,meche kegertoo komnyei oret",Kalenjin
kichamei kamet ko mwowech kole berber rutoiwo,Kalenjin
Ndatar ko ng'alek che kamwa ko magat kesup eng' weiy tugul,Kalenjin
Mamiten rwando karun  ngamun kityeni  koeech ,Kalenjin
Karan kora kero yakweyet ab ng'ung'unyek kotko tos yai minutik ko rut anan oloo,Kalenjin
yo chengee kuraishek komeche koborgei ago yoto negerei biik,Kalenjin
kowaksot ago rabachi ago maingen iche kole ngalu,Kalenjin
koroito nito bo korno ko kiibu nyeranet neoo eng' ng'ony,Kalenjin
sirik ab logoiywek ko komwa logoiywek ama tach chii ak chii agetukul kekoini imanit ng'wai,Kalenjin
mayanikei piik ineno ikotekei kelyek,Kalenjin
Koib chemosit Kijitu? ,Kalenjin
kab chi ko u tienwagik chebo baibaiet,Kalenjin
"Nganda kimakomochei kochutyi kirwokonoto kibo ngoiyondit eng iche, ko kiibwatyi kit nekiityi kwanitab Asisi ",Kalenjin
Ketepi eng meset koipu kipakenge eng kapchi,Kalenjin
Oo maat acheng'e urwet,Kalenjin
magat komiten Sheria neribe olebenditoi karishek,Kalenjin
Amitwogik che lolong kokochini borto lolongiet,Kalenjin
amu miten tuiyetab biik cheechen chebo siaset ,Kalenjin
Chopisiet nemie ko muguleldo ne kainemgei ak boiboiyet,Kalenjin
Siret ab emotunuekab sang komuchi koib kasarwek,Kalenjin
Achame awendi Kericho gila kenyit,Kalenjin
toreti missing eng mungaret,Kalenjin
Ne loo eng' notok biik ab emet che chang komache amitwogik ab kasari che makinyoru konegit,Kalenjin
Mamiten  pik che mache koal imbaret,Kalenjin
Kikiame netelechin chepkondok Kora eng ngolyo age tugul ne kimwaita neo akotet chechi cheterchin,Kalenjin
Anao inendet kokiindochin kampunit nebo aldaetab kerichekab bogitet ,Kalenjin
abistei cje kakisich eng arawet agenge,Kalenjin
Tinye tuget ne kararan chepyoset no,Kalenjin
Kimache  pik kokonech poroindo kiten kityok,Kalenjin
Mung'aretab chepkondok,Kalenjin
otindiot kobunu youtik,Kalenjin
kenya ko emet nenyitat kalyet,Kalenjin
Ketoroch kaimutik ko yain iegu kapelindet mutai,Kalenjin
Kipsomanik chotok ko kowal atepto ngwai akobo chomiet ak alak,Kalenjin
kisirto chichoton  en nyasutiet ab ndekeit,Kalenjin
 Kikosan koitu konetinte ne bo ngereza sukul raoni.,Kalenjin
matukubwoni kokeny kiprutoinik emet nyo,Kalenjin
Ng'alio nitok ko koyai tibik ko bargei si kometo aibu chebo kenem moatinikwek eng' sang nebo katunishet,Kalenjin
makitach toek age tugul kenyit noto,Kalenjin
Imuchi inendet kong'alal eng' tait ap piik chechang',Kalenjin
kiinget biik chechang nekikosirto Nelson Mandela,Kalenjin
kibaibai kotomo konyor kabarastaosiek che yaach,Kalenjin
chamiet ko nebo kamangut missing eng sabet,Kalenjin
kiitou kuwolu robinikab emenyo,Kalenjin
kap chi koegu eng komi kaimutik anan komami,Kalenjin
Kikaput en tiemutik choton ,Kalenjin
nyikanet ko kirir betut noto,Kalenjin
Kirepe tukuk ab tupcheshek,Kalenjin
bwoni kiprutoinik emenyo konyil che chang' kubaibaigei akotoben komoswek che kororon.,Kalenjin
Kitanae ng'o kole tos bit ngalek chu?,Kalenjin
chito neng'om nekiindoi eng eme ileku kabotin?,Kalenjin
Kitebe kounoto eng kasarta ,Kalenjin
kikioldoen guniekab kiloitab tomonwogik sokol silingisiek elipu somok,Kalenjin
aman itinyu akuicheru bururut,Kalenjin
mito yautik chechang' chebo  asoya,Kalenjin
Kinetekee kachililutik eng mungaret,Kalenjin
keteshi choto ko kanyuiset koyayagse yomi kodendi karishek eng chokchinet,Kalenjin
chenyoru baibaiyet eng mbitet nebo emet nebo sang koanyor koker mbiret amun korona,Kalenjin
ibu siaset eng emet keyochi chii kiiy amu kainem kiy asigetore inendet,Kalenjin
kiyoei poishet eng kot akenge eng naganaset noto,Kalenjin
"Kimuchi kealda eng sang tai kokoron oratinwek, kimwochkei",Kalenjin
sich muguleldo ne risyini gei ng'ony si we ole loo,Kalenjin
Piik che tinye itondo ne tui ko kekoini boishet ne ui ak piik chelelach kekoini boishet ne wesisi,Kalenjin
 kikol sukul logoek che terotin.,Kalenjin
Kapkoima ko wui oletinyei ungotietap chopisiet nemie,Kalenjin
Kiayat tireshet akopiro koristo akolenjon kararanitu betut,Kalenjin
Kamwa kanoindet ab emoni William Arap Ruto kole chengchini bik ab Kenya kasisiek eng' emotunuek ab sang,Kalenjin
ibwat babait ne matinye kasit maimuche kolipan kot ak che bo sukul,Kalenjin
ak kokinyor sautit nyi,Kalenjin
Jehovah ko lapkeyet ab sobondanyu,Kalenjin
agoi kuyan chitugul kole beku koroi,Kalenjin
mabendi karisiek alak amu kikiete biik komong'u eng' korik,Kalenjin
mwoe tugul kole metun kenyil kechobei eng emet age,Kalenjin
 Kiket karit eng chokchinee ako marat mishipit.,Kalenjin
"kitomo anyoo,kowolu Shuju",Kalenjin
Meng'ndos icheket eng' poipoiyet,Kalenjin
"oldochini tukuchoto chemung'arainik chemi sokesiekab Kisii,Kisumu ak Kakamega",Kalenjin
musarekap mchelek ko amitwogikap koimen,Kalenjin
eng' notok anyun ko naegei akoek kibagenge eng' chobet ab oret,Kalenjin
Kitangany agot konetik ,Kalenjin
tinyei olye nebo barak omitwogikab duket,Kalenjin
Nguno ongelewen kandoik che ibu kawalet ter eng kokqenyo,Kalenjin
Komoswek che ter nebo emenyo kotinye pek che rotu kongete tulwet,Kalenjin
nda kitoi ofisishek chebo kekas namet ab asoya chebo bik ,Kalenjin
Kikimiten ak  chorwenyuk  London,Kalenjin
Kichorkei Jesu konyo ingweny kobuni kipsengwet,Kalenjin
iwolunen butekab korik etekab muguka,Kalenjin
 Mpiret ne bo kelto kechome ochei eng ngony komugul.,Kalenjin
Eng' kanetishet ab kabatik ko kimuchi keyai botishet ko tonon,Kalenjin
kesishek chesire elfusiek sisit kigesir,Kalenjin
Ye negite konyi kokimi logoek chekikole kwaninyi ,Kalenjin
amu yarobonu kenyoru mororochik,Kalenjin
 Ka lakwenyuu koma lakwa?,Kalenjin
Kamet nemoingen kobetyo boiboiyet ngomanyor lagok,Kalenjin
Konetik ko inetii somonutik che terotin eng betut age tugul.,Kalenjin
Kiirwoch Kijasiri yekingowendi olekitokse,Kalenjin
kitebsot alak eng' kibagenge ak biik alak,Kalenjin
yeimi yu Pembe keoldoun silingisiek bokol mut,Kalenjin
Musarek chebo pandek ko amitwogikap koimen,Kalenjin
Kotko yaa oretye tinye kebenonik anan makichop komie ko much kokon nyasutiet ab oret,Kalenjin
Chute chito ngalek ab asoya amu Mache magornatet chechang,Kalenjin
Ofisit notok ko porie ole tononi batishet,Kalenjin
kitar Mandela kenyisiek chekikioisechi kerat,Kalenjin
kimwochi cheke Mandela kole maitumtumoksei inende,Kalenjin
Keam ngwek kotechei chametapkei ak kimnatet,Kalenjin
halyet ab emet kowendi ngweny amu makomi ngomnatet eng' emet,Kalenjin
Kiima mising Kabwotik ab sobenyu kouye kitatoriti tupchoshek chuk,Kalenjin
Kakinyoru gogo kochope amitwogik,Kalenjin
asoya ko ngalyo ne ibu ngemet eng kokwet,Kalenjin
Lo oling'wong' missing',Kalenjin
ma korona kityo ukojwet ne korom,Kalenjin
Kararan somanet ne po iman,Kalenjin
Musarek chebo mchelek ko amitwogik ap koimen,Kalenjin
Lelutiet kityo,Kalenjin
Kiker Kijasiri lagokab sukul chengering ,Kalenjin
kinyoru chito ne mang'oloni kamuget kong'alan,Kalenjin
kiitu Mayowe koskoleng'ut agenge kobunu tuyetab chiboto Liwazo kowo kogeerei meneja ne chorwenyin mising,Kalenjin
Koromnatet ab sobet kokates eng' bekunetab siret,Kalenjin
kaimutiet ko konech kimnatet nebo chamiyet missing,Kalenjin
Kesutik alk kou logoek che yaitu eng' chakindo ko chotok che kimache kealda kityo nda sich logoek,Kalenjin
 Kowok kasarta okoi kokwongyo.,Kalenjin
 Megere ile kiatech koino?,Kalenjin
Netelelchini kebebertab chepkondok eng Kenya ko Njuguna Ndung'u,Kalenjin
Tagu kouen nia poisyonik ap raini,Kalenjin
ndatos inyoru tyongiik komeche kosirto eng oret,Kalenjin
 Kipir beek eng oree ne bo barak ochei.,Kalenjin
Lagokab olinbo magengeni,Kalenjin
"kitoretu boisietab kerchekab kibgaa kou kitunguinik,ndimuik koboto tangawizi",Kalenjin
toreto pek chetililen chekie,Kalenjin
Kitiendyo biik ab kanisa kochame Chesu eng wasiwasi,Kalenjin
mungaret neyoe biikap boishet eng olegiamishen,Kalenjin
kinyoru tibik alak moonik aku keib alak,Kalenjin
choo tugul kogertoi biik chechang chetinye somanet nebo boishetab nobishet kobaa komoswek cheechen,Kalenjin
konyor kenya bilionoshiek nebo rabinik ak chekimache rabinik choto ko kimach koam kotar,Kalenjin
ko mayem kiboisien robinik che katikiotoi  kealen chanjo. ,Kalenjin
kilyachi  kamet  kotor koriri inye,Kalenjin
"Ee, sobondo nyun, ilosu Jehovah ne Kwandanyo",Kalenjin
 Kibendii karon kiwanjet ab tiong'ing ab tumin.,Kalenjin
Eng kokwenyi akometo icheget komotinye gorik kobil ngoroik chekesiebei,Kalenjin
robani newon kila oset ab siongiroi ,Kalenjin
amune makikese pekap ropta eng petut neroponi,Kalenjin
Ameche aeku chepyoso si kikonon tukuk che nyoru chepyoso.,Kalenjin
 Manai Haji kole nee ibate kimokekoi okot inne.,Kalenjin
kimache tuka karon en Gaa ,Kalenjin
"maticham sukaruk che chang', yachen eng' chamanetab borto",Kalenjin
kikobetyi kipsomaninik chechang muguka,Kalenjin
kikibe banda ne koi si keit Kimbo.,Kalenjin
Kalabtoi boishinik mising akoba kimnatet mising eng sipitalishek,Kalenjin
Kotach kaperuret eng' poipoiyet ne oo,Kalenjin
Kukusich emet turii eng ngony murenik ak kwonyii.,Kalenjin
chechang che kochut ole chang cheyach,Kalenjin
mageer missing ngalechoto sugulishek an aeng eng somanet ,Kalenjin
"kigoos kipchirchir kongololi,agoit karit neimuti biik cheimnyasot ago maibet saishek ago muut chegiaumianso koba oleginyoen biik",Kalenjin
"mi chetinyei itondo nebo mayayat,alak ko lelach ak chetinyei itonwek cheburukotin",Kalenjin
"kitirtireni Mayowe kityo,imuchi kosut koris",Kalenjin
Kibaibaitynchini kapwatet ab kaa,Kalenjin
Kigonech Yetindet sobondo ne leel,Kalenjin
amun somanet ab kartasishek ko konyor naet,Kalenjin
Kole kainenyi ko Kimutai Bett ak ikoini chito newale tebutienyi sawati,Kalenjin
Amune anyun ilosu garisiek ngotko makikonin melekto neo neimin,Kalenjin
Asame ale okonon korenwang  kwak ,Kalenjin
Kinempchini sait nebo kemi tugul,Kalenjin
kikwong Mwanzia eng youtichoto,Kalenjin
kiibet sobonwekwak konetik alak che kikonyei robinkwak kobunu kipsomanink ,Kalenjin
 Mangen ale ketibi ak chii kotinye boiboiye ne oo.,Kalenjin
makibistochi let neranik ak ichek kikiyutie kamuge ng'wang',Kalenjin
Kitebe eng nerekek ak ngwonindo ,Kalenjin
Keam logoek eng petut age tugul,Kalenjin
 Kany serii ab logoiwek kimwochkei.,Kalenjin
Kenetis ko ketiny sopet eng orit,Kalenjin
maker amune sikopet pek petushek chechang,Kalenjin
"Kiyai kounoto laitoriat age nebo emetab murot katam, kimwa",Kalenjin
Amche  lakwet  koriri nguni ,Kalenjin
ndo ma inye ndoma omucho,Kalenjin
Boisiet nebo kamanut eng olik koibu kolosunet eng mung'areng'ung,Kalenjin
ngoyai chitugul kalewenenyin aku matikitoret,Kalenjin
Ago magat ingom,Kalenjin
Sasishet nebo let ko kebaishe rainik ab piik ab emet eng' oret ne makaran,Kalenjin
Memoche ikas ngalek  che mwae  Bamongo ,Kalenjin
Kiki isto koba taban che tinyei koroitab korona sikeng'ering' biik che nyoru koroito,Kalenjin
chito ngiro ne kimwaa ngakek tugul lemi ngokaik chichang,Kalenjin
Kekonori pek choto eng mashinit ake asikosich stimet,Kalenjin
ngatutik che rubei keyeshe nechobei,Kalenjin
mande akiutye kouyo kiutye kinetap kamngung,Kalenjin
ngobiit kanyoishet kobekchini robinik tuiyoshek chechang,Kalenjin
ane komawe olelo ako saii atinye karit,Kalenjin
kikoi komwach chepyosenyi kole maelewan inendet nyikan,Kalenjin
ibuu kibichek koroitab malaria,Kalenjin
peek chechang kongmey minutiik,Kalenjin
ne tinyei taunet ko tinyeikakesunet nyin,Kalenjin
mache emet ab kenya kochikil namet ab asoya,Kalenjin
kikeyutye komosta ne bo werii,Kalenjin
biik cheboishe sigaret komuch koyay kobiitu nyasusiet amu much koguul chito agoi koutyen kole kakwerie karit,Kalenjin
Kiyai koroito nito bo korona ke cheru biik alak che kiaketub asiketub che katukusirtos,Kalenjin
ineti sukul kipsomaninik kunaikei ,Kalenjin
kiyach ichege kowoolune olyetab busiek akoi silingisiek tomonwokik sokol kong'ete silingisiek bokol ak sosom,Kalenjin
koite leet chamee nyu kegeerei mising ,Kalenjin
Pcheet ab mungaret kokon kebeberuek cheter kotereti koityin olik chechang,Kalenjin
kinam eut Mandela biik alak chebo emet ak kandoik alak,Kalenjin
nito ko kikoiim kabwatutik ab  piik,Kalenjin
Mangune sasishet oratinwek chechang,Kalenjin
yoto ole mangunee borsetab biikap emet ago biik cheribe emet ,Kalenjin
Mochei lakwengung Ole kitebe aak bukuit nekisomani,Kalenjin
eng kosub kee ak kasetit anb daily nation nebo tarik tisap,Kalenjin
kiitaune korona komosta agenge akuityi age,Kalenjin
Amitwogikap karon ko logoek ak pekap logoek,Kalenjin
 Kingaran kiwanjaitak rankii cge ngulotei kokonye kotou urerie.,Kalenjin
Chamei chorwennyu somanet missing',Kalenjin
chamiyet nebo kap chii ko u lapkeyet,Kalenjin
kampunishiek ab basishek chemanyor kasit,Kalenjin
Kamkutaindet Jehovah ko kiyaech ine inegei,Kalenjin
Nguno komwoe katibait kole akoi kecher inendet eg ngecheret,Kalenjin
kigonyor komiten biik chegiosigitu eng siaset,Kalenjin
talamook ko torurunik chemobiyongsot,Kalenjin
Kikiker rotietab emetinwek che ter,Kalenjin
mamache lukait ne u noto,Kalenjin
Naat chichin eng' kokwani,Kalenjin
Obortosi kityo,Kalenjin
kimwechi che chang' ibset ko mengech aku yutie  somanet,Kalenjin
nyikanet kotinye ngalek che Chang,Kalenjin
"Kitoret kobal olekitoretekei, kokoch mengik kibatinik akotesyi neranik boisionikab bandaptai",Kalenjin
karwokindet koyae kasit,Kalenjin
Cherubei ko kamanisheik ab teksosiek ,Kalenjin
chito ne nyikan ko kararanit eng ngoroik chi che katekeole,Kalenjin
Mokirib kahawechoto komir akimwa Emali kole Kairi batet akomi olyet ngweny ,Kalenjin
langok ko taretech eng petushiek chebo tai,Kalenjin
Kitulee muguleldo nyun kindait amu kimongen kiy nekikenyo,Kalenjin
Nganda ki mogoriotab kotugul,Kalenjin
biik chemengech chechang koyae tyemutik choto uwanjet ak oret koyaagis ,Kalenjin
Bukutit ne tilil kokiboisie eng kaniset keamndo,Kalenjin
Kiyay kanisa saet ab biik chikikibatisani ,Kalenjin
"eng' barakutab choto, kaimutietab somok nebo kaimutietab korona koibu katiegei nebo emotinwek",Kalenjin
Nito komache asikoker nyikisindo nebo kuraisiek tukul,Kalenjin
Miten pik imbar  che tuten nea ,Kalenjin
ne makasei neoo ko ile keldo nyin,Kalenjin
Memuchi memuch kimwa.,Kalenjin
Kinwach banda nepo wekset amu kikangetio bik che chang,Kalenjin
 Monyoruu chii tibiik kwak.,Kalenjin
kojan ko kanyaindet ne naat  nea en Malawi ,Kalenjin
kengeme keretab ngweny yoto mito kobiregei biik ,Kalenjin
